id,Hardness
6400,88.10907991495677
6401,167.2197689039835
6402,115.89504004422199
6403,94.87862032408998
6404,296.91068835628744
6405,146.85907751013104
6406,179.7087411165075
6407,229.2181168481728
6408,282.8704426483706
6409,63.84938198686282
6410,83.18063123155368
6411,201.31962513061305
6412,411.86102885332224
6413,79.67879435349612
6414,235.88166791161498
6415,318.82336532790055
6416,95.71184213233433
6417,165.23370732055864
6418,222.2454476918964
6419,87.11574083575324
6420,302.79281918378894
6421,209.45838017700933
6422,115.6550910638658
6423,86.99647321534978
6424,469.9747574607872
6425,384.48314870775965
6426,338.5800226249768
6427,39.26800248885693
6428,117.13375710983068
6429,304.0833810925427
6430,333.3944365517843
6431,377.97050375126025
6432,101.79434373490899
6433,721.034083677631
6434,231.35495513509187
6435,40.419998709331246
6436,190.01480229653743
6437,300.6291343089365
6438,19.718691563142464
6439,581.9733056144369
6440,114.96425058957038
6441,291.6156184035785
6442,98.64120093051056
6443,104.70008368047172
6444,196.27676514521696
6445,209.90885968114128
6446,109.51944507022067
6447,86.06651505012802
6448,189.75646277576675
6449,182.41615169854458
6450,297.38997784638497
6451,180.41468632151333
6452,278.61896325044995
6453,200.65714193081902
6454,163.6160944897178
6455,175.97956431857926
6456,551.0923422319037
6457,151.1443373360166
6458,183.14098815956328
6459,165.60850599578595
6460,224.80272247895584
6461,401.0223868777004
6462,188.30496709896426
6463,62.55442775282634
6464,223.6758658286075
6465,262.4465187362322
6466,107.70117483205148
6467,191.58807819454387
6468,96.1540431414256
6469,66.9478238187457
6470,307.7346623277049
6471,280.5756437712017
6472,210.22187249532428
6473,112.25864134406264
6474,246.38308372723486
6475,314.2257624547481
6476,81.64141461301683
6477,427.3258985561106
6478,129.63963649712872
6479,224.46703101748471
6480,149.42626588600191
6481,52.5851473838892
6482,192.2098856608516
6483,176.89327781414144
6484,103.44778886721187
6485,226.9203916817959
6486,101.84625152675571
6487,16.55635200570087
6488,318.9843331811527
6489,392.0385643855773
6490,190.87593574304853
6491,17.272522628273226
6492,134.507380477926
6493,134.86758682925148
6494,306.0995401653394
6495,338.52998758553736
6496,328.17724668669695
6497,35.862182511932986
6498,156.4997551764119
6499,185.70752920133503
6500,486.3125514483039
6501,159.9535338147543
6502,165.83883230352043
6503,301.6345782288516
6504,332.52137413642413
6505,450.27079940527494
6506,49.99731477147819
6507,304.42894024346776
6508,190.3209812172996
6509,239.8434840420254
6510,43.27117916837496
6511,166.33756833007754
6512,214.04059212760896
6513,89.92053354266261
6514,149.61177876253595
6515,346.0899101307776
6516,125.85962275841376
6517,58.227864325767634
6518,133.70204825409368
6519,207.33987833815596
6520,127.16612433717088
6521,279.3859834553714
6522,218.13508757289776
6523,96.64249695302013
6524,328.6309882610924
6525,143.32465318645833
6526,122.61562956573503
6527,110.39718562530669
6528,98.11775094651084
6529,150.18238121211166
6530,195.41380533462194
6531,310.73903263894897
6532,209.42094599144895
6533,68.0264945165425
6534,137.3171247851087
6535,184.1089327874762
6536,574.5590178590496
6537,354.9751258217358
6538,132.42263807673376
6539,244.0038062721691
6540,271.11946888832716
6541,188.4186140722895
6542,32.957642823480214
6543,251.86821243306522
6544,295.5236569996374
6545,783.3995490946132
6546,71.15391796552763
6547,420.95758258339714
6548,163.21506857598655
6549,183.99154895514243
6550,119.65831765620987
6551,99.96017351452463
6552,120.49404136909426
6553,360.6045049491927
6554,76.62867239491489
6555,141.67199159951278
6556,83.50540804594979
6557,101.04555178317035
6558,198.45939603044275
6559,193.1006027168894
6560,121.26953126781284
6561,167.2016288941827
6562,119.90996156995179
6563,150.01349709240645
6564,152.64748632217015
6565,110.91510419654404
6566,128.80112275553964
6567,154.25430922124286
6568,127.39713200339364
6569,202.12580774016723
6570,57.267555329692826
6571,250.93563658986238
6572,303.8905361491104
6573,308.273341222946
6574,69.77193254880828
6575,70.47628269512691
6576,297.97890560416937
6577,372.7335561250561
6578,142.04894710525116
6579,218.9481380017942
6580,184.24648672990205
6581,65.44240129380884
6582,85.32789179550663
6583,268.3237536713382
6584,85.81056349187244
6585,155.8567206286619
6586,100.90641875087795
6587,243.3425070153636
6588,173.9833524111509
6589,96.14562794759283
6590,389.5354639642964
6591,95.87621010933768
6592,154.1159482214622
6593,252.05379823419608
6594,194.68175898324603
6595,240.04371851322193
6596,197.28300325738832
6597,424.5624551389448
6598,83.9998166707155
6599,18.449136898724586
6600,134.15856773267157
6601,29.402273021039587
6602,320.6772569377075
6603,299.8313798691575
6604,312.78132070919963
6605,99.38768366735636
6606,108.53573602713614
6607,282.0124512889579
6608,64.76379314135858
6609,235.1986032029916
6610,179.0976550849843
6611,120.62779119034593
6612,481.5082049799134
6613,133.5028800313835
6614,294.30987412791694
6615,370.63192726596134
6616,426.88715991982104
6617,79.08109619628695
6618,267.6087306254708
6619,198.98329173385505
6620,150.35056691692586
6621,259.3814988492034
6622,118.8724028440574
6623,232.8200007175469
6624,245.7545789300115
6625,182.67330552044837
6626,396.30229531717805
6627,115.0529707390798
6628,557.5370932670038
6629,270.4354684278687
6630,142.51835002045894
6631,527.2679552703834
6632,83.3862433934124
6633,186.03316020387606
6634,86.40412781472104
6635,219.00528371117525
6636,98.16325936287382
6637,25.924662679912277
6638,227.7940481456681
6639,614.2938977346977
6640,173.92273400659204
6641,60.14593192946859
6642,147.09624968978525
6643,188.95443423674655
6644,101.67255569355677
6645,188.75657454413738
6646,110.8784482562996
6647,104.19492653757591
6648,402.9753880992657
6649,149.89954823275247
6650,366.5061560273719
6651,187.93734401213794
6652,104.16490706802078
6653,305.8961370437215
6654,140.48658331492146
6655,63.09642874758909
6656,110.60087518723063
6657,54.959789708668445
6658,100.83717534552036
6659,333.1369107803053
6660,99.70718266794441
6661,245.6367101472896
6662,98.84603175168789
6663,282.05384874107415
6664,39.440476918812976
6665,339.8699042233533
6666,229.83464379748088
6667,180.41075855252205
6668,154.29294948688928
6669,117.27315194894065
6670,207.44780222239802
6671,188.25482483887248
6672,398.2116873713728
6673,561.8936194886403
6674,128.35884866600804
6675,187.08524830215384
6676,234.70506671751372
6677,229.8331184621317
6678,137.61976830518032
6679,579.9952527051653
6680,157.68340848591978
6681,194.67018139650023
6682,73.67709533120245
6683,404.52198626076546
6684,128.26513500059917
6685,148.69737995186736
6686,188.6958365244059
6687,82.52911877938689
6688,181.11598721330074
6689,132.70759829360924
6690,157.41451698614017
6691,277.11283495151014
6692,220.99853138193268
6693,132.9623802110281
6694,78.85172945897578
6695,36.98099513628683
6696,196.8214018883193
6697,268.83234249184756
6698,70.31482166675687
6699,218.00505510268684
6700,251.96488209657832
6701,243.66230115217482
6702,791.7534590089717
6703,258.6553853786159
6704,139.15896823134594
6705,132.47278860615828
6706,122.9574262492493
6707,274.62995242439206
6708,76.92268460903914
6709,401.84012786387973
6710,33.823716429411554
6711,126.46417563279007
6712,355.5755037238762
6713,262.6399084667416
6714,339.61100276925964
6715,73.85661264783153
6716,481.181816196048
6717,88.18257059789713
6718,136.1476154739121
6719,178.77681741443837
6720,610.1200360063783
6721,181.9559420856292
6722,82.90988372749479
6723,102.84516733818506
6724,94.5382230907374
6725,107.97143762835329
6726,74.23753072647332
6727,433.7219275260676
6728,72.9658857296946
6729,348.6812690321372
6730,205.61150162422342
6731,80.23552715429675
6732,312.5338681859444
6733,68.1459660549745
6734,68.99690720079388
6735,107.71386365026682
6736,128.07287045530708
6737,107.61477749185974
6738,24.767564579397135
6739,70.55858910728088
6740,113.57783218424535
6741,213.74913332001174
6742,152.5555079492622
6743,457.882119848622
6744,32.81379762919333
6745,89.09403692847965
6746,95.86094199262708
6747,116.0883888738617
6748,57.52850669806668
6749,125.23166079288346
6750,181.94589324891913
6751,406.640498167923
6752,270.9503782951709
6753,83.9998166707155
6754,593.2418891127969
6755,539.6296220722154
6756,604.0263363399891
6757,219.56485028688456
6758,773.7357534284653
6759,100.53963148856154
6760,134.73554408021886
6761,199.24026118612355
6762,147.55514288002186
6763,199.39558852116846
6764,72.25467253990178
6765,615.1930477256237
6766,132.91894768078822
6767,124.63311475931252
6768,27.385755619094176
6769,400.7232407022849
6770,986.9552316535422
6771,138.35365200203003
6772,149.49821869014457
6773,148.00292521414738
6774,410.20787235119985
6775,271.87643571366345
6776,113.12387262166065
6777,580.0641689226409
6778,710.7370800225973
6779,146.53880345004487
6780,332.05475522079365
6781,221.92567785652562
6782,72.96196707611551
6783,97.02736292362702
6784,158.87362487592793
6785,118.74623763824158
6786,150.93975080267083
6787,227.39673408297034
6788,213.21497175066256
6789,317.98750479763856
6790,403.79710854097397
6791,435.1734262697378
6792,99.24130637776484
6793,146.0640055901686
6794,30.806408851881468
6795,20.48717289390845
6796,129.47368167166832
6797,479.251912633519
6798,57.03808670819158
6799,282.60923112879664
6800,218.6915272460075
6801,104.36161677472673
6802,122.45243594771031
6803,389.7229429563393
6804,288.6693147822657
6805,180.31229411247992
6806,527.4747042299227
